@relation 'emotion-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3123-Llast-weka.filters.unsupervised.attribute.Remove-R3122-3123-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute 'CO2 9' numeric
@attribute 'm15.0238 9' numeric
@attribute 'm31.0178 2' numeric
@attribute 'm31.0178 8' numeric
@attribute 'm33.0335 3' numeric
@attribute 'm33.0335 4' numeric
@attribute 'm33.0335 5' numeric
@attribute 'm33.0335 6' numeric
@attribute 'm34 5' numeric
@attribute 'm37.0227 4' numeric
@attribute 'm37.0227 9' numeric
@attribute 'm39 1' numeric
@attribute 'm39 8' numeric
@attribute 'm39 9' numeric
@attribute 'm44.0049 1' numeric
@attribute 'm44.9998 1' numeric
@attribute 'm44.9998 2' numeric
@attribute 'm45.0335 3' numeric
@attribute 'm45.9924 3' numeric
@attribute 'm45.9924 4' numeric
@attribute 'm45.9924 5' numeric
@attribute 'm47.0261 6' numeric
@attribute 'm47.0261 9' numeric
@attribute 'm51.0090 5' numeric
@attribute 'm51.0455 1' numeric
@attribute 'm57.0699 7' numeric
@attribute 'm58.0756 0' numeric
@attribute 'm59.9293 3' numeric
@attribute 'm61.0284 1' numeric
@attribute 'm62.9264 1' numeric
@attribute 'm62.9264 2' numeric
@attribute 'm62.9264 9' numeric
@attribute 'm62.9622 3' numeric
@attribute 'm63.0457 1' numeric
@attribute 'm63.0457 2' numeric
@attribute 'm64.9278 2' numeric
@attribute 'm64.9278 3' numeric
@attribute 'm65.0603 1' numeric
@attribute 'm65.0603 2' numeric
@attribute 'm68.9990 8' numeric
@attribute 'm68.9990 9' numeric
@attribute 'm73.0305 4' numeric
@attribute 'm75.0440 6' numeric
@attribute 'm75.0440 7' numeric
@attribute 'm77.0549 3' numeric
@attribute 'm80.9449 3' numeric
@attribute 'm80.9449 4' numeric
@attribute 'm80.9449 5' numeric
@attribute 'm80.9922 1' numeric
@attribute 'm85.1012 5' numeric
@attribute 'm87.0441 2' numeric
@attribute 'm87.0441 3' numeric
@attribute 'm87.0441 4' numeric
@attribute 'm87.0441 5' numeric
@attribute 'm89.0597 4' numeric
@attribute 'm89.0597 5' numeric
@attribute 'm93.0699 4' numeric
@attribute 'm93.0699 8' numeric
@attribute 'm96.9612 9' numeric
@attribute 'm97.0296 5' numeric
@attribute 'm97.1012 1' numeric
@attribute 'm120.9533 3' numeric
@attribute 'm121.0250 4' numeric
@attribute 'm122.1089 9' numeric
@attribute 'm125.1393 9' numeric
@attribute 'm129.1274 2' numeric
@attribute 'm148.9709 7' numeric
@attribute target {0,1}

@data
743.66,2.71757,20.8084,20.3329,79.6238,80.3411,80.674,80.1538,107.652,7200.24,7157.97,1706.39,1688.58,1675.78,5.07579,36.6526,37.1776,58.0941,8.63903,9.24386,8.87744,12.4499,11.9193,0.697554,1.08311,24.4354,1.21361,0.351255,48.7147,0.08736,0.138773,0.160073,0.136027,0.248665,0.357132,0.099765,0.15053,0.488293,0.456877,0.003303,0.017704,2.12286,4.2948,4.3946,0.281041,0.00399,0.01193,-0.002417,0.577093,1.07232,2.00665,2.0229,1.67107,2.18569,1.90976,2.05064,20.3201,20.5164,0.110691,1.93622,1.43202,0.264933,0.142011,1.07405,0.311079,0.181835,0.44863,1
736.486,3.24788,20.8699,20.199,80.3411,80.674,80.1538,79.7362,108.966,7184.51,7166.27,1703.67,1675.78,1695.33,5.13586,37.1776,37.1447,58.4014,9.24386,8.87744,8.95292,11.8385,11.9372,0.649712,0.946422,23.8628,1.15353,0.242089,49.203,0.138773,0.218761,0.192781,0.07132,0.357132,0.332,0.15053,0.114505,0.456877,0.358184,0.017704,0.003814,1.96657,4.3946,4.10304,0.310982,0.01193,-0.002417,0.020326,0.612779,1.07451,2.0229,1.67107,2.18569,2.07892,2.05064,1.97382,21.2961,20.4938,0.103466,2.01223,1.59847,0.105423,0.043872,0.971472,0.18961,0.29867,0.438893,1
730.788,3.08687,20.3055,20.3361,80.674,80.1538,79.7362,78.4388,108.886,7169.57,7191.74,1712.28,1695.33,1692.81,4.82115,37.1447,36.8294,58.4733,8.87744,8.95292,9.12169,11.0265,11.3208,0.684691,1.04711,24.0559,1.23992,0.135583,48.4288,0.218761,0.127981,0.138232,0.078107,0.332,0.371461,0.114505,0.070537,0.358184,0.419386,0.003814,0.059064,1.83092,4.10304,4.503,0.515148,-0.002417,0.020326,0.108756,0.698101,0.854383,1.67107,2.18569,2.07892,2.10096,1.97382,1.90824,20.7517,20.3376,0.084014,1.92316,1.49107,0.176081,0.152785,0.982255,0.336959,0.341095,0.441356,1
727.518,2.86838,20.6389,20.7525,80.1538,79.7362,78.4388,77.5474,107.412,7153.23,7178.68,1695.53,1692.81,1695.1,5.16741,36.8294,38.0783,58.013,8.95292,9.12169,8.57468,11.9193,13.4825,0.73277,1.14491,24.1632,1.35962,0.124846,48.9301,0.127981,0.11098,0.127859,0.104928,0.371461,0.306881,0.070537,0.12932,0.419386,0.299836,0.059064,0.023856,1.97936,4.503,4.37337,0.433203,0.020326,0.108756,-0.002583,0.642014,1.02957,2.18569,2.07892,2.10096,2.06212,1.90824,1.95372,20.4871,20.8713,0.060691,1.92456,1.42323,0.271689,0.111013,0.973546,0.260393,0.282996,0.44663,1
723.72,2.80366,20.2177,20.097,79.7362,78.4388,77.5474,79.5466,107.694,7142.78,7198.94,1712.81,1695.1,1681.9,5.11033,38.0783,36.7465,57.1761,9.12169,8.57468,9.00292,11.9372,12.7018,0.641611,0.925638,23.2752,1.38095,0.303067,49.1782,0.11098,0.336643,0.176952,0.130295,0.306881,0.334101,0.12932,0.09919,0.299836,0.331622,0.023856,0.004017,1.66432,4.37337,4.85328,0.368031,0.108756,-0.002583,-0.003472,0.646298,0.726446,2.07892,2.10096,2.06212,2.15142,1.95372,1.82047,20.5164,20.9799,0.08966,1.91711,1.47229,0.150789,0.064253,0.882518,0.327003,0.294622,0.338539,1
720.832,3.26068,20.4088,20.9244,78.4388,77.5474,79.5466,76.362,107.334,7157.97,7195.79,1696.5,1681.9,1665.34,4.76197,36.7465,36.5673,57.9763,8.57468,9.00292,8.14472,11.3208,11.2673,0.754542,0.902401,24.686,1.12152,0.324388,49.4647,0.336643,0.319908,0.102314,0.05037,0.334101,0.459261,0.09919,0.089817,0.331622,0.481276,0.004017,0.011768,1.86064,4.85328,4.70938,0.404151,-0.002583,-0.003472,0.02719,0.618113,0.849922,2.10096,2.06212,2.15142,1.90844,1.82047,1.83317,20.4938,19.9342,0.082564,1.9324,1.34261,0.263969,0.17903,0.915124,0.232386,0.313498,0.341761,1
718.616,2.95821,20.3329,20.7841,77.5474,79.5466,76.362,77.1821,108.773,7166.27,7225.36,1688.85,1665.34,1668.08,5.14367,36.5673,37.2388,57.5098,9.00292,8.14472,8.61774,13.4825,12.4992,0.662535,1.00363,25.0558,1.27067,0.247239,49.613,0.319908,0.067373,0.148439,0.06957,0.459261,0.19535,0.089817,0.098473,0.481276,0.37782,0.011768,0.035099,1.97231,4.70938,4.74107,0.414548,-0.003472,0.02719,-0.000398,0.630711,0.931474,2.06212,2.15142,1.90844,1.75354,1.83317,2.09787,20.3376,20.3535,0.114022,1.99219,1.39397,0.313217,0.078777,0.723489,0.255702,0.326545,0.406016,1
716.876,3.1304,20.199,20.2785,79.5466,76.362,77.1821,77.3712,108.087,7191.74,7220.18,1688.58,1668.08,1676.39,4.53762,37.2388,35.2221,57.9943,8.14472,8.61774,9.42614,12.7018,11.5358,0.682298,0.979032,24.3952,1.44509,0.338008,48.8844,0.067373,0.160073,0.11685,0.252092,0.19535,0.320691,0.098473,0.034963,0.37782,0.325344,0.035099,0.011499,1.73538,4.74107,4.56052,0.432578,0.02719,-0.000398,0.021348,0.655155,1.0652,2.15142,1.90844,1.75354,2.04051,2.09787,1.8417,20.8713,21.3927,0.039272,1.97637,1.39542,0.066677,0.175839,0.922147,0.186849,0.333003,0.502784,1
715.026,2.82269,20.3361,19.2677,76.362,77.1821,77.3712,76.2942,109.517,7178.68,7209.14,1675.78,1676.39,1692.78,5.12526,35.2221,35.6829,58.1292,8.61774,9.42614,9.02803,11.2673,11.1934,0.711882,0.825813,24.2962,1.21363,0.252462,49.7387,0.160073,0.192781,0.121983,0.126016,0.320691,0.522128,0.034963,0.099047,0.325344,0.336692,0.011499,0.00381,1.97676,4.56052,4.63979,0.290422,-0.000398,0.021348,0.007828,0.561949,1.05483,1.90844,1.75354,2.04051,1.90621,1.8417,1.82216,20.9799,19.9795,0.056406,1.79784,1.62689,0.320795,0.251712,1.03352,0.266178,0.230027,0.431784,1
711.562,2.56592,20.7525,20.0559,77.1821,77.3712,76.2942,78.3683,109.75,7198.94,7179.78,1695.33,1692.78,1698.39,5.1709,35.6829,35.5425,57.5362,9.42614,9.02803,9.16472,12.4992,11.4034,0.64985,0.94111,24.1828,1.41336,0.230282,47.8771,0.192781,0.138232,0.219963,0.109176,0.522128,0.383964,0.099047,0.162375,0.336692,0.429831,0.00381,0.039911,2.13759,4.63979,4.27395,0.325996,0.021348,0.007828,-0.00247,0.716549,1.13116,1.75354,2.04051,1.90621,2.0486,1.82216,1.75028,19.9342,20.4971,0.096032,1.92013,1.44109,0.283024,0.19081,1.032,0.313575,0.271341,0.383384,1
709.063,2.46123,20.097,20.8741,77.3712,76.2942,78.3683,78.3139,106.924,7195.79,7211.91,1692.81,1698.39,1670.6,4.94958,35.5425,35.5019,55.581,9.02803,9.16472,9.1125,11.5358,12.8214,0.764677,0.947457,24.4007,1.35867,0.383568,50.3005,0.138232,0.127859,0.328021,0.106352,0.383964,0.38645,0.162375,0.121996,0.429831,0.388987,0.039911,-0.003679,1.84364,4.27395,4.52405,0.378638,0.007828,-0.00247,0.004303,0.73005,0.792554,2.04051,1.90621,2.0486,1.99055,1.75028,1.89969,20.3535,20.5004,0.102848,2.11036,1.28926,0.304747,0.146144,0.883886,0.245239,0.23517,0.305542,1
706.694,2.89025,20.9244,21.17,76.2942,78.3683,78.3139,75.6734,106.583,7225.36,7232.91,1695.1,1670.6,1670.85,4.99941,35.5019,35.2153,58.2637,9.16472,9.1125,8.76803,11.1934,12.3283,0.672077,0.988884,24.4541,1.27057,0.311231,48.2518,0.127859,0.176952,0.122343,0.087502,0.38645,0.262244,0.121996,0.126292,0.388987,0.496422,-0.003679,0.00287,1.58028,4.52405,4.75297,0.397625,-0.00247,0.004303,0.046343,0.65435,0.928319,1.90621,2.0486,1.99055,2.00333,1.89969,2.16248,21.3927,21.3677,0.043609,1.77027,1.40063,0.20112,0.14908,0.894131,0.292337,0.255293,0.508462,1
705.512,3.07393,20.7841,20.8902,78.3683,78.3139,75.6734,75.9178,107.028,7220.18,7237.48,1681.9,1670.85,1644.87,5.20741,35.2153,35.343,57.2976,9.1125,8.76803,8.45449,11.4034,11.8668,0.809306,0.903282,25.1674,1.2134,0.173788,47.6287,0.176952,0.102314,0.092124,0.161081,0.262244,0.260731,0.126292,0.060565,0.496422,0.319658,0.00287,-0.003674,1.75259,4.75297,4.34446,0.446252,0.004303,0.046343,0.081406,0.690764,1.17022,2.0486,1.99055,2.00333,1.95604,2.16248,1.9578,19.9795,20.4449,0.08728,1.91895,1.49632,0.271376,0.200329,0.840794,0.216309,0.281,0.438045,1
706.088,2.72612,20.2785,21.1617,78.3139,75.6734,75.9178,77.1078,108.912,7209.14,7217.58,1665.34,1644.87,1666.2,4.99141,35.343,35.5434,56.9092,8.76803,8.45449,9.37838,12.8214,11.364,0.697276,0.908134,24.7911,1.35248,0.263364,50.2567,0.102314,0.148439,0.265499,0.080929,0.260731,0.285112,0.060565,0.140006,0.319658,0.356428,-0.003674,0.003392,1.97274,4.34446,4.6643,0.266876,0.046343,0.081406,0.106608,0.554291,1.04993,1.99055,2.00333,1.95604,2.03414,1.9578,1.94851,20.4971,20.4148,0.122788,1.70145,1.53073,0.204417,0.165777,1.01313,0.172435,0.373766,0.467765,1
704.677,3.18543,19.2677,20.2094,75.6734,75.9178,77.1078,77.6113,107.952,7179.78,7236.12,1668.08,1666.2,1667.76,5.56531,35.5434,34.8345,57.6721,8.45449,9.37838,8.75011,12.3283,11.6295,0.65326,0.974046,25.4774,1.12458,0.120078,48.7634,0.148439,0.11685,0.093264,0.06158,0.285112,0.291428,0.140006,0.106667,0.356428,0.310387,0.003392,0.010751,1.85527,4.6643,4.47935,0.42388,0.081406,0.106608,0.008267,0.621572,1.12673,2.00333,1.95604,2.03414,1.98362,1.94851,1.94619,20.5004,20.4466,-0.005141,1.94107,1.54622,0.27319,0.20181,0.732997,0.255029,0.260559,0.375629,1
702.279,2.8988,20.0559,20.0541,75.9178,77.1078,77.6113,76.0741,110.131,7211.91,7219.22,1676.39,1667.76,1671.04,4.83692,34.8345,35.7684,57.917,9.37838,8.75011,8.38798,11.8668,12.8685,0.577518,0.798332,24.2216,1.56601,0.197766,49.2177,0.11685,0.121983,0.114339,0.045042,0.291428,0.232966,0.106667,0.090612,0.310387,0.513428,0.010751,0.010728,2.02381,4.47935,4.48341,0.38254,0.106608,0.008267,0.005969,0.562367,0.917255,1.95604,2.03414,1.98362,2.05581,1.94619,1.74475,21.3677,21.5024,0.087133,1.83786,1.47472,0.266724,0.004342,1.02713,0.389643,0.236535,0.317447,1
700.53,3.01798,20.8741,21.1858,77.1078,77.6113,76.0741,77.8506,110.223,7232.91,7269.33,1692.78,1671.04,1680.39,4.95821,35.7684,34.8156,56.3331,8.75011,8.38798,9.02791,11.364,11.8664,0.590996,0.974436,24.4451,1.43429,0.194726,47.6359,0.121983,0.219963,0.106805,0.168697,0.232966,0.444068,0.090612,0.09636,0.513428,0.450243,0.010728,0.011934,1.88112,4.48341,4.43699,0.344448,0.008267,0.005969,0.027735,0.719233,1.08015,2.03414,1.98362,2.05581,2.03719,1.74475,1.86611,20.4449,20.4052,0.010152,1.82048,1.64639,0.137149,0.237489,0.959878,0.264132,0.387561,0.432755,1
953.385981,2.656064,21.17,20.6046,77.6113,76.0741,77.8506,77.8432,108.046,7237.48,10762.451048,1698.39,1680.39,1441.670942,5.47531,34.8156,36.2116,56.9323,8.38798,9.02791,8.62771,11.6295,14.5668,0.887395,0.778187,23.7927,1.31091,0.290187,48.418,0.219963,0.328021,0.132098,0.099388,0.444068,0.446647,0.09636,0.118819,0.450243,0.378993,0.011934,0.014101,1.80324,4.43699,4.42737,0.383466,0.005969,0.027735,-0.002373,0.758084,1.10541,1.98362,2.05581,2.03719,1.7444,1.86611,1.89564,20.4148,21.4303,0.074307,1.7813,1.37843,0.305564,0.074053,0.447322,0.326389,0.248933,0.396833,1
953.385981,2.656064,20.8902,18.665057,76.0741,77.8506,77.8432,79.009,107.839,7217.58,10762.451048,1670.6,1441.412689,1441.670942,5.5105,36.2116,34.8841,57.2056,9.02791,8.62771,8.89685,12.8685,14.5668,0.554705,1.01513,24.3596,1.24951,0.377563,47.4935,0.328021,0.122343,0.132098,0.091016,0.446647,0.327057,0.118819,0.224309,0.378993,0.4801,0.014144,0.014101,1.79889,4.42737,4.72484,0.383339,0.027735,-0.002373,0.010504,0.673227,0.874527,2.05581,2.03719,1.7444,1.86247,1.89564,1.74344,20.4466,9.530931,0.074307,1.74131,1.40305,0.153377,0.254508,0.447322,0.326389,0.360742,0.375359,1
953.385981,2.656064,21.1617,18.665057,77.8506,77.8432,79.009,77.5633,108.552,7236.12,10762.451048,1670.85,1441.412689,1441.670942,4.68339,34.8841,35.2125,57.6631,8.62771,8.89685,9.26244,11.8664,14.5668,0.770384,0.890452,21.636787,1.25959,0.205319,47.511,0.122343,0.092124,0.132098,0.078687,0.327057,0.278638,0.224309,0.093727,0.4801,0.443476,0.014144,0.014101,1.83651,4.72484,4.106777,0.400432,-0.002373,0.010504,-0.002449,0.668453,1.04663,2.03719,1.7444,1.86247,1.91913,1.74344,1.80113,21.5024,9.530931,0.074307,1.7748,1.49514,0.312079,0.067635,0.447322,0.326389,0.207011,0.38112,1
953.385981,2.656064,20.2094,18.665057,77.8432,79.009,77.5633,90.97165,107.856,7219.22,10762.451048,1644.87,1441.412689,1441.670942,5.3,35.2125,34.2268,56.9041,8.89685,9.26244,9.16456,14.55492,14.5668,0.562208,0.868573,21.636787,1.18773,0.155796,48.5027,0.092124,0.265499,0.132098,0.155161,0.278638,0.174607,0.093727,0.110603,0.443476,0.453843,0.014144,0.014101,2.03215,4.10543,4.106777,0.304378,0.010504,-0.002449,0.039205,0.638028,1.07227,1.7444,1.86247,1.91913,2.16201,1.80113,1.9553,20.4052,9.530931,0.074307,1.67345,1.48856,0.209131,0.052487,0.447322,0.326389,0.286034,0.38112,1
953.385981,2.656064,20.0541,18.665057,79.009,77.5633,90.97334,90.97165,80.687221,7269.33,10762.451048,1666.2,1441.412689,1441.670942,4.71027,34.2268,34.4244,57.3565,9.26244,9.16456,6.727415,14.55492,14.5668,0.846897,1.08489,21.636787,1.31631,0.351202,47.2106,0.265499,0.093264,0.132098,0.101444,0.174607,0.373089,0.110603,0.131769,0.453843,0.504445,0.014144,0.014101,1.99426,4.10543,4.106777,0.414683,-0.002449,0.039205,0.024427,0.573129,0.924283,1.86247,1.91913,2.16201,2.759872,1.9553,1.94313,21.4303,9.530931,0.074307,1.818358,1.33501,0.166731,0.01678,0.447322,0.326389,0.280761,0.38112,1
953.385981,2.656064,21.1858,18.665057,77.5633,90.971454,90.97334,90.97165,80.687221,10773.426648,10762.451048,1667.76,1441.412689,1441.670942,5.4158,34.4244,34.2817,56.9892,9.16456,6.725983,6.727415,14.55492,14.5668,0.846897,0.836829,21.636787,1.28844,0.243616,47.6694,0.093264,0.114339,0.132098,0.181193,0.373089,0.19472,0.131769,0.065555,0.504445,0.450056,0.014144,0.014101,1.540985,4.10543,4.106777,0.343459,0.039205,0.02444,0.024427,0.598409,0.924283,1.91913,2.16201,2.758768,2.759872,1.943173,1.94313,9.507971,9.530931,0.074307,1.818358,1.37254,0.257686,0.171184,0.447322,0.326389,0.2461,0.38112,1
953.385981,2.656064,20.6046,18.665057,90.978104,90.971454,90.97334,90.97165,80.687221,10773.426648,10762.451048,1671.04,1441.412689,1441.670942,5.37035,34.2817,34.0128,59.686122,6.725326,6.725983,6.727415,14.55492,14.5668,0.846897,0.645635,21.636787,1.22527,0.126154,48.5502,0.114339,0.106805,0.132098,0.10071,0.19472,0.248632,0.065555,0.116919,0.450056,0.503569,0.014144,0.014101,1.540985,4.10543,4.106777,0.305881,0.024457,0.02444,0.024427,0.696254,0.924283,2.16201,2.758249,2.758768,2.759872,1.943173,1.94313,9.507971,9.530931,0.074307,1.818358,1.48839,0.130519,0.171184,0.447322,0.326389,0.348198,0.38112,1
953.385981,2.656064,18.664062,18.665057,90.978104,90.971454,90.97334,90.97165,80.687221,10773.426648,10762.451048,1680.39,1441.412689,1441.670942,5.02079,34.0128,39.751779,59.686122,6.725326,6.725983,6.727415,14.55492,14.5668,0.846897,0.864309,21.636787,1.20312,0.126154,48.8404,0.106805,0.131965,0.132098,0.10071,0.248632,0.838299,0.116701,0.116919,0.503569,0.916962,0.014144,0.014101,1.540985,4.10543,4.106777,0.305881,0.024457,0.02444,0.024427,0.701871,0.924283,2.757384,2.758249,2.758768,2.759872,1.943173,1.94313,9.507971,9.530931,0.074307,1.818358,1.33144,0.130519,0.171184,0.447322,0.326389,0.294345,0.38112,1
953.385981,2.656064,18.664062,18.665057,90.978104,90.971454,90.97334,90.97165,80.687221,10773.426648,10762.451048,1439.678556,1441.412689,1441.670942,3.701663,39.734677,39.751779,59.686122,6.725326,6.725983,6.727415,14.55492,14.5668,0.846897,1.350339,21.636787,1.39814,0.126154,66.480952,0.131793,0.131965,0.132098,0.10071,0.838155,0.838299,0.116701,0.116919,0.918625,0.916962,0.014144,0.014101,1.540985,4.10543,4.106777,0.305881,0.024457,0.02444,0.024427,0.562156,0.924283,2.757384,2.758249,2.758768,2.759872,1.943173,1.94313,9.507971,9.530931,0.074307,1.818358,1.419746,0.130519,0.171184,0.447322,0.326389,0.294345,0.38112,1
